id,title,douban_link
452,镇魂街 第四季,https://movie.douban.com/subject/36638253/
618,一拳超人 第三季 ワンパンマン 3,https://movie.douban.com/subject/34604875/
679,狐妖小红娘 镜花缘篇,https://movie.douban.com/subject/36515737/
704,元尊,https://movie.douban.com/subject/35764578/
756,哑舍,https://movie.douban.com/subject/36053650/
777,冰上的尤里 第二季 ユーリ!!! on ICE 2,https://movie.douban.com/subject/27017358/
785,六样情,https://movie.douban.com/subject/37040084/
805,仙武传 第一季,https://movie.douban.com/subject/36025654/
821,少女天使 Angel's Friends - Tra sogno e realtà,https://movie.douban.com/subject/25782738/
824,神墓 第二季,https://movie.douban.com/subject/36119131/
832,沧元图 东宁府番外篇,https://movie.douban.com/subject/36895532/
873,平凡职业造就世界最强 第三季 ありふれた職業で世界最強 3期,https://movie.douban.com/subject/36093292/
898,我是大神仙 第三季,https://movie.douban.com/subject/36053745/
904,魔法少女小圆：沃普尔吉斯的回天 劇場版 魔法少女まどか☆マギカ 〈ワルプルギスの廻天〉,https://movie.douban.com/subject/35316478/
908,三国杀：太平天书,https://movie.douban.com/subject/36053750/
920,百炼成神,https://movie.douban.com/subject/36093323/
922,朔风—破阵子,https://movie.douban.com/subject/35131875/
950,遮天 年番2,https://movie.douban.com/subject/36848875/
983,少年白马醉春风2,https://movie.douban.com/subject/36502165/
995,吞噬星空 第5季,https://movie.douban.com/subject/36985220/
1030,永生之气壮山河,https://movie.douban.com/subject/36590019/
1066,敖丙传,https://movie.douban.com/subject/34953681/
1114,西行纪年番,https://movie.douban.com/subject/36053751/
1158,白色闪电,https://movie.douban.com/subject/35705835/
1159,我独自升级 第二季 俺だけレベルアップな件Season 2 -Arise from the Shadow-,https://movie.douban.com/subject/36837352/
1175,永生之海噬仙灵,https://movie.douban.com/subject/36832646/
1189,大主宰年番,https://movie.douban.com/subject/35517453/
1190,画江湖之不良人7,https://movie.douban.com/subject/36406476/
1197,师兄啊师兄 年番1,https://movie.douban.com/subject/36876923/
1206,万界独尊,https://movie.douban.com/subject/35426411/
1210,汉化日记 第四季,https://movie.douban.com/subject/36140938/
1220,亏成首富从游戏开始,https://movie.douban.com/subject/36141054/
1251,狂王,https://movie.douban.com/subject/36055648/
1285,反派初始化,https://movie.douban.com/subject/35679834/
1303,灯笼刀,https://movie.douban.com/subject/35174001/
1352,回铭之烽火三月,https://movie.douban.com/subject/36141048/
1357,青之驱魔师 雪之尽头篇 青の祓魔師 雪ノ果篇,https://movie.douban.com/subject/36829112/
1361,散修之王,https://movie.douban.com/subject/36515006/
1382,鸣鸟不飞2：风暴来临 囀る鳥は羽ばたかない The storm breaks,https://movie.douban.com/subject/34970139/
1444,这个勇者明明超强却过分慎重 第二季 慎重勇者～この勇者が俺TUEEEくせに慎重すぎる～ 2期,https://movie.douban.com/subject/34937890/
1448,赘婿·龙蛇篇,https://movie.douban.com/subject/36591275/
1507,逆天至尊,https://movie.douban.com/subject/35525931/
1574,完美世界 第五季,https://movie.douban.com/subject/37046586/
1618,白发沈辣,https://movie.douban.com/subject/36939918/
1627,一世之尊,https://movie.douban.com/subject/36141018/
1660,精灵梦叶罗丽10,https://movie.douban.com/subject/36035869/
1697,没能成为魔法师的女孩子的故事 魔法使いになれなかった女の子の話。,https://movie.douban.com/subject/30361992/
1754,凤凰,https://movie.douban.com/subject/6874792/
1760,喜羊羊与灰太狼之决战次时代,https://movie.douban.com/subject/35459208/
1766,致不灭的你 第三季 不滅のあなたへ Season 3,https://movie.douban.com/subject/36309067/
1768,小兵传奇,https://movie.douban.com/subject/36055734/
1785,开局一座山2,https://movie.douban.com/subject/36514930/
1830,异人君莫邪,https://movie.douban.com/subject/36141015/
1875,咸鱼哥 第二季,https://movie.douban.com/subject/36141051/
1882,独步逍遥,https://movie.douban.com/subject/35088852/
1899,恶魔姐姐 姉なるもの,https://movie.douban.com/subject/34947535/
1948,逆天邪神,https://movie.douban.com/subject/35519130/
1966,秦时明月之亡秦必楚,https://movie.douban.com/subject/26184587/
2003,丹道至尊,https://movie.douban.com/subject/36691516/
2011,捕星司·源起,https://movie.douban.com/subject/35679818/
2026,无上神帝,https://movie.douban.com/subject/35088857/
2045,隐世宗门掌教,https://movie.douban.com/subject/36744118/
2097,蓝眼武士 第二季 Blue Eye Samurai Season 2,https://movie.douban.com/subject/36683611/
2140,药屋少女的呢喃 第2季 薬屋のひとりごと 第2期,https://movie.douban.com/subject/36829086/
2157,造梦机器 夢みる機械,https://movie.douban.com/subject/19973827/
2160,葬送的芙莉莲 第二季 葬送のフリーレン 第2期,https://movie.douban.com/subject/36829083/
2165,冰火魔厨,https://movie.douban.com/subject/35622989/
2216,从红月开始,https://movie.douban.com/subject/36053654/
2233,百炼成神2,https://movie.douban.com/subject/36563588/
2248,全职法师 第六季,https://movie.douban.com/subject/35638258/
2298,默读者,https://movie.douban.com/subject/34460234/
2324,灵笼2,https://movie.douban.com/subject/36467256/
2358,精灵梦叶罗丽X光浮尘,https://movie.douban.com/subject/36117735/
2397,全职法师 第六季,https://movie.douban.com/subject/35638258/
2399,全职法师 第六季,https://movie.douban.com/subject/35638258/
2450,少女前线 ドールズフロントライン,https://movie.douban.com/subject/35337734/
2505,剧场版 活击/刀剑乱舞 劇場版 活撃/刀剣乱舞,https://movie.douban.com/subject/27155491/
2523,开心超人联盟之能源核守护者,https://movie.douban.com/subject/34989249/
2534,一念永恒,https://movie.douban.com/subject/35172869/
2550,造梦机器 夢みる機械,https://movie.douban.com/subject/19973827/
2565,间谍过家家 第三季 SPY×FAMILY Season 3,https://movie.douban.com/subject/36700483/
2568,神澜奇域无双珠Ⅱ,https://movie.douban.com/subject/36191209/
2613,我气哭了百万修炼者,https://movie.douban.com/subject/35574009/
2638,果宝特攻4,https://movie.douban.com/subject/25929766/
2655,无限滑板 OVA SK∞ エスケーエイト OVA,https://movie.douban.com/subject/35517473/
2688,冰火魔厨,https://movie.douban.com/subject/35622989/
2713,绝世武魂,https://movie.douban.com/subject/35235575/
2714,火旺,https://movie.douban.com/subject/36912925/
2724,无限少女48,https://movie.douban.com/subject/33476032/
2732,雾山五行·封界大战,https://movie.douban.com/subject/36523174/
2754,动画关键词 Keywords of Animation,https://movie.douban.com/subject/26691747/
2760,动画关键词 Keywords of Animation,https://movie.douban.com/subject/26691747/
2764,近战法师,https://movie.douban.com/subject/35639845/
2779,动画关键词 Keywords of Animation,https://movie.douban.com/subject/26691747/
2804,山河剑心 第二季,https://movie.douban.com/subject/35668451/
2854,魔法使之夜 魔法使いの夜,https://movie.douban.com/subject/35712589/
2885,诡秘之主,https://movie.douban.com/subject/35560080/
2892,英雄觉醒,https://movie.douban.com/subject/26990751/
2895,末日曙光,https://movie.douban.com/subject/27034679/
2898,精灵梦叶罗丽8,https://movie.douban.com/subject/34989333/
2955,野良神 第三季 ノラガミ 3期,https://movie.douban.com/subject/33377777/
2956,小美人鱼的奇幻冒险,https://movie.douban.com/subject/35154209/
2990,星域四万年,https://movie.douban.com/subject/35638265/
3014,海贼王 重制版 THE ONE PIECE,https://movie.douban.com/subject/36689842/
3016,傲世九重天,https://movie.douban.com/subject/36141005/
3213,龙珠GT特别篇：悟空外传! 勇气的证明四星珠! 悟空外伝！勇気の证は四星球！,https://movie.douban.com/subject/35517379/
3239,武林外传动画版,https://movie.douban.com/subject/36141050/
3252,异兽魔都 OVA ドロヘドロ 魔のおまけ,https://movie.douban.com/subject/36948565/
3262,庇护所 SHELTER,https://movie.douban.com/subject/26899040/
3293,星学院3之潘朵拉秘境,https://movie.douban.com/subject/36189463/
3294,斗罗大陆1 第十一部分,https://movie.douban.com/subject/34841442/
3314,真月谭月姬 真月譚 月姫,https://movie.douban.com/subject/27178912/
3318,外星人狙击战 ムタフカズ,https://movie.douban.com/subject/30269050/
3322,高飞家族 第一季 Goof Troop Season 1,https://movie.douban.com/subject/26616681/
3336,潜行吧! 奈亚子W 這いよれ! ニャル子さんW,https://movie.douban.com/subject/35639779/
3364,九天玄帝诀,https://movie.douban.com/subject/35638262/
3365,新 吊带袜天使 New PANTY&STOCKING with GARTERBELT,https://movie.douban.com/subject/35566719/
3366,七大罪：被光诅咒的众人 劇場版 七つの大罪 光に呪われし者たち,https://movie.douban.com/subject/35964258/
3386,暗之末裔 闇の末裔,https://movie.douban.com/subject/35344127/
3424,机甲兽神,https://movie.douban.com/subject/36486515/
3428,梦幻西游之雷怒危机,https://movie.douban.com/subject/35460732/
3459,武映三千道,https://movie.douban.com/subject/26945049/
3460,十岁的汤姆 第一季 10-Year-Old Tom Season 1,https://movie.douban.com/subject/35724748/
3489,众神的恶作剧 神々の悪戯,https://movie.douban.com/subject/26889955/
3546,宝石之国 第二季 宝石の国 2期,https://movie.douban.com/subject/35639783/
3547,动画梦工场,https://movie.douban.com/subject/33377776/
3584,吟游默示录 吟遊黙示録マイネリーベ,https://movie.douban.com/subject/35042437/
3600,亡骸游戏 Part 2 デッドマウント・デスプレイ Part 2,https://movie.douban.com/subject/36948566/
3609,宇宙小子 第三季 Steven Universe Season 3,https://movie.douban.com/subject/35550570/
3613,山T老夫子,https://movie.douban.com/subject/27030613/
3620,狱·再见，绝望先生 獄・さよなら絶望先生,https://movie.douban.com/subject/36055451/
3637,幻梦山海谣,https://movie.douban.com/subject/35170002/
3638,美少女战士S剧场版：竹姬的恋人 劇場版 美少女戦士セーラームーンS,https://movie.douban.com/subject/35170305/
3650,萝球社 ロウきゅーぶ！,https://movie.douban.com/subject/36053752/
3655,森林大帝 ジャングル大帝,https://movie.douban.com/subject/35390917/
3659,森林大帝 ジャングル大帝,https://movie.douban.com/subject/35390917/
3666,钢之炼金术师：单纯的人们 鋼の錬金術師 シンプルな人々,https://movie.douban.com/subject/34431106/
3685,空之境界 俯瞰风景3D 劇場版 空の境界 俯瞰風景3D,https://movie.douban.com/subject/35623365/
3746,魔女的考验 シュガシュガルーン,https://movie.douban.com/subject/34925561/
3803,摇曳百合3 ゆるゆり さん☆ハイ！,https://movie.douban.com/subject/36060210/
3856,青春之旅OAD：烟火大会篇 アオハライド PAGE.13,https://movie.douban.com/subject/35280782/
3858,社畜小姐想被幽灵幼女治愈。 社畜さんは幼女幽霊に癒されたい。,https://movie.douban.com/subject/36714178/
3896,天才职业故事,https://movie.douban.com/subject/35716071/
3927,破天荒游戏 破天荒遊戯,https://movie.douban.com/subject/34834820/
3946,英雄传说 闪之轨迹 北方战役 The Legend of Heroes 閃の軌跡 Northern War,https://movie.douban.com/subject/35014064/
3953,一拳超人OVA4 ワンパンマン 強引すぎるバング,https://movie.douban.com/subject/36936169/
3969,高桥留美子梦幻剧场 乱马1/2特别篇 恶梦!春眠香 らんま1/2~悪夢! 春眠香,https://movie.douban.com/subject/35622991/
3972,薄樱鬼 碧血录 薄桜鬼 碧血録,https://movie.douban.com/subject/30382789/
3998,否否正能量,https://movie.douban.com/subject/35517384/
4006,网球王子另一个故事：过去和未来的信息 テニスの王子様 OVA ANOTHER STORY ～過去と未来のメッセージ,https://movie.douban.com/subject/34938138/
4040,恶魔战士 ヴァンパイアハンター,https://movie.douban.com/subject/36141019/
4050,小公主苏菲亚 第四季 Sofia the First Season 4,https://movie.douban.com/subject/27140086/
4056,湘南暴走族 湘南爆走族,https://movie.douban.com/subject/36140768/
4062,命运之夜前传咖啡厅 Fate/ゼロカフェ,https://movie.douban.com/subject/36141028/
4092,青春×机关枪 青春×機関銃,https://movie.douban.com/subject/35049268/
4094,青春×机关枪 青春×機関銃,https://movie.douban.com/subject/35049268/
4096,进击的巨人剧场版：后篇·自由之翼 劇場版 進撃の巨人 後編 〜自由の翼〜,https://movie.douban.com/subject/36515053/
4174,真田十勇士 BRAVE 10,https://movie.douban.com/subject/35679832/
4179,原神,https://movie.douban.com/subject/26777016/
4180,阿拉德战记 スラップアップパーティー -アラド戦記-,https://movie.douban.com/subject/36098304/
4212,创世纪传说：世界的彼方 ドットハック セカイの向こうに,https://movie.douban.com/subject/30174651/
4223,神藏,https://movie.douban.com/subject/26611678/
4224,魔女的使命 ウィッチクラフトワークス,https://movie.douban.com/subject/35144455/
4240,鬼灭之刃 初高一体!! 鬼灭学园物语 情人节篇 鬼滅の刃 中高一貫!! キメツ学園物語 バレンタイン編,https://movie.douban.com/subject/26611678/
4277,伊甸 エデン,https://movie.douban.com/subject/30283231/
4293,怪谈餐馆 怪談レストラン,https://movie.douban.com/subject/35622295/
4311,幻海奇情 第一季 7SEEDS,https://movie.douban.com/subject/35605424/
4334,梦塔·雪谜城,https://movie.douban.com/subject/35563480/
4352,多田君不恋爱 多田くんは恋をしない,https://movie.douban.com/subject/26969027/
4360,时空之隙,https://movie.douban.com/subject/36117269/
4361,今天开始做魔王 OVA 今日から㋮王! R,https://movie.douban.com/subject/34460064/
4364,鲁邦三世：海明威手稿之谜 ルパン三世 ヘミングウェイ・ペーパーの謎,https://movie.douban.com/subject/35170381/
4370,猫狗宠物街 3丁目のタマ うちのタマ知りませんか?,https://movie.douban.com/subject/35060143/
4375,网络英雄洛克人 ロックマンエグゼ,https://movie.douban.com/subject/35166206/
4384,偶像荣耀 IDOLY PRIDE,https://movie.douban.com/subject/35275436/
4405,暗芝居 第九季 闇芝居 第9期,https://movie.douban.com/subject/36140707/
4409,如风似云 雲のように風のように,https://movie.douban.com/subject/35043411/
4436,伊甸星原 第二季 EDENS ZERO 第2期,https://movie.douban.com/subject/34943598/
4468,兽娘动物园2 けものフレンズ2,https://movie.douban.com/subject/36395136/
4499,忏·再见，绝望先生 番外地 懺・さよなら絶望先生 番外地,https://movie.douban.com/subject/30217013/
4504,疾走王子 プリンス・オブ・ストライド オルタナティブ,https://movie.douban.com/subject/30345688/
4551,怪物王女,https://movie.douban.com/subject/35359408/
4561,"银幕黑塔利亚 銀幕ヘタリア Axis Powers Paint it, White（白くぬれ!）",https://movie.douban.com/subject/30171312/
4596,哆啦A梦：特别加映少年山贼团 ドラミちゃん アララ・少年山賊団,https://movie.douban.com/subject/35581385/
4609,战区88 エリア88,https://movie.douban.com/subject/35204895/
4617,恋爱北极熊 恋するシロクマ,https://movie.douban.com/subject/35043228/
4661,顶点!!!!!!!!!!!!!!! てっぺんっ!!!!!!!!!!!!!!!,https://movie.douban.com/subject/30215095/
4714,亚历山大战记 アレクサンダー戦記,https://movie.douban.com/subject/1774403/
4722,盗贼王JING 王ドロボウJING,https://movie.douban.com/subject/35346291/
4742,最强会长黑神 めだかボックス,https://movie.douban.com/subject/34996952/
4777,女武神的餐桌 第一季,https://movie.douban.com/subject/3678899/
4780,碧蓝幻想 第2季 GRANBLUE FANTASY The Animation season2,https://movie.douban.com/subject/34607338/
4786,四圣兽-光阴叙事诗天使谭 セイント・ビースト~光陰叙事詩天使譚~,https://movie.douban.com/subject/27018289/
4790,双子星公主 Gyu! ふしぎ星の☆ふたご姫 Gyu!,https://movie.douban.com/subject/36140711/
4799,大人的防具店 おとなの防具屋さん,https://movie.douban.com/subject/27097785/
4822,真夜中的侦探 Night Walker -真夜中の探偵-,https://movie.douban.com/subject/34925310/
4877,命运之夜前传特典 拜托了!爱因兹贝伦咨询室 お願い ! アインツベルン相談室,https://movie.douban.com/subject/30380029/
4978,超级机器人大战OG スーパーロボット大戦OG -ディバイン・ウォーズ-,https://movie.douban.com/subject/35088858/
4984,一拳超人 第二季 OVA3 ワンパンマン SEASON2 OVA03 ジェノスと記憶喪失,https://movie.douban.com/subject/35679816/
5015,高智能方程式赛车 TV总集篇 新世纪GPXサイバーフォーミュラ グラフィティ,https://movie.douban.com/subject/36553337/
5042,逮捕令 Special 逮捕しちゃうぞ Special,https://movie.douban.com/subject/35517381/
5090,猫语少女 けものとチャット,https://movie.douban.com/subject/35160973/
5092,伪恋OAD：澡堂/福利 ニセコイ セントウ/サービス,https://movie.douban.com/subject/30432278/
5115,足球小将 欧洲大决战 キャプテン翼 ヨーロッパ大決戦,https://movie.douban.com/subject/30299906/
5144,我的英雄学院 僕のヒーローアカデミア,https://movie.douban.com/subject/35497452/
5155,零度战姬Vibration フリージング ヴァイブレーション,https://movie.douban.com/subject/25832730/
5182,蓝龙 BLUE DRAGON,https://movie.douban.com/subject/35109772/
5185,美妙世界 すばらしきこのせかい The Animation,https://movie.douban.com/subject/36188823/
5312,009-1,https://movie.douban.com/subject/2265627/
5321,非枪人生 第二季 ノー・ガンズ・ライフ 第2クール,https://movie.douban.com/subject/30272797/
5327,失忆煽动WIXOSS Lostorage incited WIXOSS,https://movie.douban.com/subject/30409693/
5329,境界之轮回 第二季 境界のRINNE 第2シリーズ,https://movie.douban.com/subject/26770372/
5346,无法打开的黑与金的钥匙 黒と金の開かない鍵。(OVA),https://movie.douban.com/subject/4282128/
5364,吸血鬼猎人D：复活 Vampire Hunter D: Resurrection,https://movie.douban.com/subject/35461295/
5365,宇宙战舰提拉米斯II 宇宙戦艦ティラミスⅡ(ツヴァイ),https://movie.douban.com/subject/35335521/
5395,蔡志忠说：西洋美术史 蔡志忠說：西洋美術史,https://movie.douban.com/subject/20471100/
5400,一课一练 チーティングクラフト,https://movie.douban.com/subject/3232161/
5427,斗魂卫之玄月奇缘,https://movie.douban.com/subject/30238425/
5428,斗魔王杰克 Harlem Bomber篇 バイオレンスジャック ハーレムボンバー,https://movie.douban.com/subject/30238260/
5440,模型姐妹OVA +チック姉さん OVA,https://movie.douban.com/subject/34777866/
5455,甲铁城的卡巴内瑞 总集篇 前篇 汇集的光芒 甲鉄城のカバネリ 総集編 前編 集う光,https://movie.douban.com/subject/35459033/
5469,青空夏季篇 后篇：天地 AIR in Summer 後編 あめつち,https://movie.douban.com/subject/5975229/
5482,鲁邦三世 Master File ルパン三世 Master File,https://movie.douban.com/subject/33425883/
5501,加菲猫和他的朋友们 第三季 Garfield and Friends Season 3,https://movie.douban.com/subject/36141016/
5513,风与木之诗 風と木の詩 SANCTUS－聖なるかな－,https://movie.douban.com/subject/30377835/
5527,菊花笑典之有神么 第一季,https://movie.douban.com/subject/30337735/
5536,热血高校动画版 高校武闘伝 クローズ,https://movie.douban.com/subject/5346962/
5551,弱势角色友崎君 OVA1 弱キャラ友崎くん OVA1,https://movie.douban.com/subject/35136337/
5565,机动战士高达SEED DESTINY 特别版4：自由的代价 機動戦士ガンダムSEED DESTINY スペシャルエディション完結編 自由の代償,https://movie.douban.com/subject/35118995/
5573,金色琴弦3 金色のコルダ Blue♪Sky,https://movie.douban.com/subject/30377772/
5588,庆余年,https://movie.douban.com/subject/30409799/
5589,甜蜜声优 Rec,https://movie.douban.com/subject/35025996/
5641,翠星之加尔刚蒂亚：继续巡游的航路，向着远方(前篇) 翠星のガルガンティア めぐる航路、遥か 前編,https://movie.douban.com/subject/4291273/
5648,重创的伤口 プレイタの傷,https://movie.douban.com/subject/35358885/
5653,超寿兰 超GALS! 寿蘭,https://movie.douban.com/subject/34926625/
5660,灰与幻想的格林姆迦尔 OVA 灰と幻想のグリムガル 第2.5話 風呂の壁にかけた青春——one more センチメートル,https://movie.douban.com/subject/5403961/
5667,增血鬼果林 かりん,https://movie.douban.com/subject/30414558/
5670,斗罗大陆1第三十部分,https://movie.douban.com/subject/30284835/
5671,乱马 1/2 天道家混乱的圣诞节天道家 らんま 1/2 天道家 すくらんぶるクリスマス,https://movie.douban.com/subject/36779894/
5685,新干线变形机器人 新幹線変形ロボ シンカリオン,https://movie.douban.com/subject/26966633/
5688,网球并不可笑嘛 第一季 てーきゅう,https://movie.douban.com/subject/27055901/
5707,弦音 -风舞高中弓道部- TV未放送第十四话 ツルネ -風舞高校弓道部- TV未放送エピソード第十四話,https://movie.douban.com/subject/35460693/
5716,向银河开球 銀河へキックオフ!!,https://movie.douban.com/subject/3432746/
5750,键的嘉年华 第二季 かぎなど 2期,https://movie.douban.com/subject/4748248/
5776,银河英雄传说外传 污名 銀河英雄伝説外伝 汚名,https://movie.douban.com/subject/34925296/
5781,"圣母在上OVA4：Ready,Go! マリア様がみてる レディ、GO",https://movie.douban.com/subject/26876327/
5785,雪之女王 雪の女王,https://movie.douban.com/subject/33434827/
5790,假面女仆 仮面のメイドガイ,https://movie.douban.com/subject/26877173/
5813,绿子 緑子MIDORI-KO,https://movie.douban.com/subject/34822668/
5827,CANAAN 剧场版 CANAAN FESTIVAL WEEK,https://movie.douban.com/subject/27145008/
5838,战栗的幻影宝可梦 Pokémon: The Mastermind of Mirage Pokémon,https://movie.douban.com/subject/4108161/
5850,黑子的篮球 冬季杯总集篇 ～门的另一侧～ 黒子のバスケ ウインターカップ総集編 ～扉の向こう～,https://movie.douban.com/subject/30284893/
5878,狂热深渊-迷失的孩子 ディープインサニティ ザ・ロストチャイルド,https://movie.douban.com/subject/3112028/
5887,重获新生的机器人 おまかせスクラッパーズ,https://movie.douban.com/subject/30156080/
5893,薄樱鬼 雪华录 风间千景篇 薄桜鬼 雪華録 第六章 風間千景,https://movie.douban.com/subject/30125089/
5925,长骑美眉 ろんぐらいだぁす！,https://movie.douban.com/subject/30238274/
5931,女高中生给你做饭了 JKめし！,https://movie.douban.com/subject/30238441/
5961,妄想学生会2 OVA 生徒会役員共* OVA,https://movie.douban.com/subject/36324859/
5988,高达创形者 ガンダムビルドダイバーズ,https://movie.douban.com/subject/27601012/
6000,圣传：双城炎雷篇 聖伝 双城炎雷篇,https://movie.douban.com/subject/26807677/
6003,鬼人幻灯抄 鬼人幻燈抄,https://movie.douban.com/subject/30238351/
6004,我的英雄学院 第4季 僕のヒーローアカデミア 第4期,https://movie.douban.com/subject/35597282/
6014,圣斗士星矢Ω 第二季 聖闘士星矢Ω 新生聖衣編/Ω覚醒編,https://movie.douban.com/subject/35949179/
6020,一骑当千 XTREME XECUTOR 一騎当千 XTREME XECUTOR,https://movie.douban.com/subject/30364844/
6027,水与火的传说 Les enfants de la pluie,https://movie.douban.com/subject/10745403/
6040,秦时明月之剑灵传奇,https://movie.douban.com/subject/34879394/
6041,寓言新一族,https://movie.douban.com/subject/26290388/
6066,尸姬 玄 屍姫 玄,https://movie.douban.com/subject/35438292/
6080,GEAR战士电童 GEAR戦士電童,https://movie.douban.com/subject/35296284/
6096,来玩游戏吧 OVA あそびあそばせ OVA,https://movie.douban.com/subject/34436240/
6117,咸蛋超人之爱与和平 ウルトラマンM78劇場 Love & Peace,https://movie.douban.com/subject/34785818/
6137,妄想学生会OAD3 生徒会役員共OAD3,https://movie.douban.com/subject/27075249/
6166,妄想学生会OAD4 生徒会役員共OAD4,https://movie.douban.com/subject/27613146/
6169,怪物猎人日记 暖洋洋的艾尔村 モンハン日記 ぎりぎりアイルー村 ☆アイルー危機一髪☆,https://movie.douban.com/subject/34880291/
6223,金刚狼 WOLVERINE ウルヴァリン,https://movie.douban.com/subject/35427470/
6250,妖精的尾巴：回忆之日 FAIRY TAI メモリーデイズ,https://movie.douban.com/subject/35289231/
6269,约会大作战 デート・ア・ライブ,https://movie.douban.com/subject/27034991/
6299,出包王女Darkness OAD5 To LOVEる -とらぶる- ダークネス OAD5,https://movie.douban.com/subject/35351351/
6313,侍灵演武,https://movie.douban.com/subject/26946430/
6335,七骑士：革命-英雄的继承者- セブンナイツ レボリューション -英雄の継承者-,https://movie.douban.com/subject/30337728/
6368,雷加利亚 三圣星 レガリア The Three Sacred Stars,https://movie.douban.com/subject/35567654/
6398,最终兵器少女 Another love song MISSION:2 最終兵器彼女 Another love song MISSION:2,https://movie.douban.com/subject/26611026/
6401,精灵宝可梦：皮卡丘的闪亮大搜查 ピカチュウのキラキラだいそうさく！,https://movie.douban.com/subject/5032128/
6437,怪盗Joker 第2期 怪盗ジョーカー シーズン2,https://movie.douban.com/subject/3098559/
6444,放学后的王子 放課後の王子様,https://movie.douban.com/subject/5968894/
6447,光之美少女 Splash Star ふたりはプリキュア Splash Star,https://movie.douban.com/subject/27032421/
6450,星际海盗 コヨーテ ラグタイムショー,https://movie.douban.com/subject/35427395/
6463,遥远时空3：红月 遥かなる时空の中で3 红の月,https://movie.douban.com/subject/36742514/
6469,机神咆吼 機神咆吼デモンベイン,https://movie.douban.com/subject/35307622/
6486,外星人田中太郎 うちゅう人田中太郎,https://movie.douban.com/subject/3714038/
6489,Butlers～千年百年物语～ Butlers～千年百年物語～,https://movie.douban.com/subject/26951611/
6505,妖精的尾巴OAD10：妖精们的圣诞节 FAIRY TAIL OAD 妖精たちのクリスマス,https://movie.douban.com/subject/26392289/
6521,今天开始恋爱吧 2 今日、恋をはじめます 2,https://movie.douban.com/subject/3993254/
